Year,Team,Name,Salary,nameFirst,nameLast,cleanFirst,cleanLast,playerID
2017,ATL,Micah Johnson,379990,Micah,Johnson,micah,johnson,johnsmi01
2017,ATL,Lane Adams,347837,Lane,Adams,lane,adams,adamsla01
2017,ATL,Rio Ruiz,295223,Rio,Ruiz,rio,ruiz,ruizri01
2017,ATL,Rex Brothers,245532,Rex,Brothers,rex,brothers,brothre01
2017,ATL,Matt Wisler,216302,Matt,Wisler,matt,wisler,wislema01
2017,ATL,Lucas Sims,181226,Lucas,Sims,lucas,sims,simslu01
2017,ATL,Ozzie Albies,181226,Ozzie,Albies,ozzie,albies,albieoz01
2017,ATL,Max Fried,143227,Max,Fried,max,fried,friedma01
2017,ATL,A.J. Minter,116920,A.J.,Minter,aj,minter,minteaj01
2017,ATL,David Freitas,96459,David,Freitas,david,freitas,freitda01
2017,ATL,Luiz Gohara,78921,Luiz,Gohara,luiz,gohara,goharlu01
2017,ATL,Tony Sanchez,52614,Tony,Sanchez,tony,sanchez,sanchto01
2017,ATL,Jacob Lindgren,1025000,Jacob,Lindgren,jacob,lindgren,lindgja01
2017,ATL,Danny Santana,545000,Danny,Santana,danny,santana,santada01
2017,ATL,Armando Rivero,535000,Armando,Rivero,armando,rivero,riverar01
2017,NYM,Asdrubal Cabrera,8250000,Asdrubal,Cabrera,asdrubal,cabrera,cabreas01
2017,NYM,Jeurys Familia,6816393,Jeurys,Familia,jeurys,familia,familje01
2017,NYM,Jerry Blevins,5500000,Jerry,Blevins,jerry,blevins,blevije01
2017,NYM,Matt Harvey,5040983,Matt,Harvey,matt,harvey,harvema01
2017,NYM,Juan Lagares,4500000,Juan,Lagares,juan,lagares,lagarju01
2017,NYM,Jacob deGrom,4050000,Jacob,deGrom,jacob,degrom,degroja01
2017,NYM,A.J. Ramos,2326480,A.J.,Ramos,aj,ramos,ramosaj01
2017,NYM,Wilmer Flores,2200000,Wilmer,Flores,wilmer,flores,florewi01
2017,NYM,Travis d'Arnaud,1875000,Travis,d'Arnaud,travis,darnaud,darnatr01
2017,NYM,Tommy Milone,1250000,Tommy,Milone,tommy,milone,milonto01
2017,NYM,Noah Syndergaard,605500,Noah,Syndergaard,noah,syndergaard,syndeno01
2017,NYM,Hansel Robles,553125,Hansel,Robles,hansel,robles,robleha01
2017,NYM,Seth Lugo,543500,Seth,Lugo,seth,lugo,lugose01
2017,NYM,Josh Smoker,536625,Josh,Smoker,josh,smoker,smokejo01
2017,NYM,Jose Reyes,535000,Jose,Reyes,jose,reyes,reyesjo01
2017,NYM,Erik Goeddel,535000,Erik,Goeddel,erik,goeddel,goedder01
2017,NYM,Paul Sewald,535000,Paul,Sewald,paul,sewald,sewalpa01
2017,NYM,Brandon Nimmo,442430,Brandon,Nimmo,brandon,nimmo,nimmobr01
2017,NYM,Rafael Montero,440742,Rafael,Montero,rafael,montero,montera01
2017,NYM,Matt Reynolds,379990,Matt,Reynolds,matt,reynolds,reynoma01
2017,NYM,Chasen Bradford,251378,Chasen,Bradford,chasen,bradford,bradfch01
2017,NYM,Kevin Plawecki,227994,Kevin,Plawecki,kevin,plawecki,plaweke01
2017,NYM,Chris Flexen,198764,Chris,Flexen,chris,flexen,fleech01
2017,NYM,Amed Rosario,181226,Amed,Rosario,amed,rosario,rosaram01
2017,NYM,Gavin Cecchini,157842,Gavin,Cecchini,gavin,cecchini,cecchga01
2017,NYM,Dominic Smith,151996,Dominic,Smith,dominic,smith,smithdo02
2017,NYM,Travis Taijeron,108151,Travis,Taijeron,travis,taijeron,taijetr01
2017,NYM,Kevin McGowan,105228,Kevin,McGowan,kevin,mcgowan,mcgowke01
2017,NYM,Robert Gsellman,94720,Robert,Gsellman,robert,gsellman,gsellro01
2017,NYM,Jacob Rhame,90613,Jacob,Rhame,jacob,rhame,rhameja01
2017,NYM,Jamie Callahan,90613,Jamie,Callahan,jamie,callahan,callaja01
2017,NYM,Nori Aoki,87690,Nori,Aoki,nori,aoki,aokino01
2017,NYM,Phillip Evans,70152,Phillip,Evans,phillip,evans,evansph01
2017,NYM,Tomas Nido,58460,Tomas,Nido,tomas,nido,nidoto01
2017,NYM,Yoenis Cespedes,22500000,Yoenis,Cespedes,yoenis,cespedes,cespeyo01
2017,NYM,David Wright,20000000,David,Wright,david,wright,wrighda01
2017,NYM,Zack Wheeler,800000,Zack,Wheeler,zack,wheeler,wheelza01
2017,NYM,Steven Matz,562250,Steven,Matz,steven,matz,matzst01
2017,NYM,Michael Conforto,554904,Michael,Conforto,michael,conforto,confomi01
2017,NYM,T.J. Rivera,539958,T.J.,Rivera,tj,rivera,rivertj01
2017,WSH,Jayson Werth,21000000,Jayson,Werth,jayson,werth,werthja01
2017,WSH,Max Scherzer,15100000,Max,Scherzer,max,scherzer,scherma01
2017,WSH,Stephen Strasburg,15000000,Stephen,Strasburg,stephen,strasburg,strasst01
2017,WSH,Ryan Zimmerman,14000000,Ryan,Zimmerman,ryan,zimmerman,zimmery01
2017,WSH,Bryce Harper,13625000,Bryce,Harper,bryce,harper,harpebr03
2017,WSH,Daniel Murphy,12000000,Daniel,Murphy,daniel,murphy,murphda01
2017,WSH,Gio Gonzalez,12000000,Gio,Gonzalez,gio,gonzalez,gonzagi01
2017,WSH,Anthony Rendon,5800000,Anthony,Rendon,anthony,rendon,rendoan01
2017,WSH,Matt Wieters,5500000,Matt,Wieters,matt,wieters,wietema01
2017,WSH,Tanner Roark,4315000,Tanner,Roark,tanner,roark,roarkta01
2017,WSH,Oliver Perez,4000000,Oliver,Perez,oliver,perez,perezol01
2017,WSH,Howie Kendrick,3551912,Howie,Kendrick,howie,kendrick,kendrho01
2017,WSH,Stephen Drew,3500000,Stephen,Drew,stephen,drew,drewst01
2017,WSH,Ryan Madson,3196752,Ryan,Madson,ryan,madson,madsory01
2017,WSH,Adam Lind,1800000,Adam,Lind,adam,lind,lindad01
2017,WSH,Matt Albers,1750000,Matt,Albers,matt,albers,alberma01
2017,WSH,Jose Lobaton,1575000,Jose,Lobaton,jose,lobaton,lobatjo01
2017,WSH,Sean Doolittle,1358224,Sean,Doolittle,sean,doolittle,doolise01
2017,WSH,Brandon Kintzler,1006992,Brandon,Kintzler,brandon,kintzler,kintzbr01
2017,WSH,Joe Blanton,1000000,Joe,Blanton,joe,blanton,blantjo01
2017,WSH,Trea Turner,554900,Trea,Turner,trea,turner,turnetr01
2017,WSH,Michael A. Taylor,551869,Michael A.,Taylor,michaela,taylor,taylomi02
2017,WSH,Enny Romero,551000,Enny,Romero,enny,romero,romeren01
2017,WSH,Wilmer Difo,537800,Wilmer,Difo,wilmer,difo,difowi01
2017,WSH,Matt Grace,535000,Matt,Grace,matt,grace,gracema01
2017,WSH,Sammy Solis,480102,Sammy,Solis,sammy,solis,solissa01
2017,WSH,Edwin Jackson,415264,Edwin,Jackson,edwin,jackson,jacksed01
2017,WSH,Adrian Sanchez,245532,Adrian,Sanchez,adrian,sanchez,sanchad01
2017,WSH,Andrew Stevenson,175380,Andrew,Stevenson,andrew,stevenson,stevean01
2017,WSH,A.J. Cole,166611,A.J.,Cole,aj,cole,coleaj01
2017,WSH,Alejandro De Aza,137381,Alejandro De,Aza,alejandrode,aza,azaal01
2017,WSH,Pedro Severino,137381,Pedro,Severino,pedro,severino,severpe01
2017,WSH,Austin Adams,102305,Austin,Adams,austin,adams,adamsau01
2017,WSH,Rafael Bautista,102305,Rafael,Bautista,rafael,bautista,bautira01
2017,WSH,Raudy Read,90613,Raudy,Read,raudy,read,readra01
2017,WSH,Victor Robles,73075,Victor,Robles,victor,robles,roblevi01
2017,WSH,Shawn Kelley,5500000,Shawn,Kelley,shawn,kelley,kellesh01
2017,WSH,Adam Eaton,4000000,Adam,Eaton,adam,eaton,eatonad01
2017,WSH,Koda Glover,538300,Koda,Glover,koda,glover,gloveko01
2017,WSH,Ryan Raburn,535000,Ryan,Raburn,ryan,raburn,raburry01
2017,WSH,Brian Goodwin,535000,Brian,Goodwin,brian,goodwin,goodwbr01
2017,WSH,Joe Ross,433584,Joe,Ross,joe,ross,rossjo01
2017,WSH,Erick Fedde,105228,Erick,Fedde,erick,fedde,feddeer01
2017,MIA,Giancarlo Stanton,14500000,Giancarlo,Stanton,giancarlo,stanton,stantgi01
2017,MIA,Wei-Yin Chen,9500000,Wei-Yin,Chen,weiyin,chen,chenwe01
2017,MIA,Dee Strange-Gordon,7500000,Dee,Strange-Gordon,dee,strangegordon,strande01
2017,MIA,Brad Ziegler,7000000,Brad,Ziegler,brad,ziegler,zieglbr01
2017,MIA,Junichi Tazawa,5000000,Junichi,Tazawa,junichi,tazawa,tazawju01
2017,MIA,Marcell Ozuna,3500000,Marcell,Ozuna,marcell,ozuna,ozunama01
2017,MIA,Christian Yelich,3500000,Christian,Yelich,christian,yelich,yelicch01
2017,MIA,A.J. Ellis,2500000,A.J.,Ellis,aj,ellis,ellisaj01
2017,MIA,Ichiro Suzuki,2000000,Ichiro,Suzuki,ichiro,suzuki,suzukic01
2017,MIA,Dustin McGowan,1750000,Dustin,McGowan,dustin,mcgowan,mcgowdu01
2017,MIA,Derek Dietrich,1700000,Derek,Dietrich,derek,dietrich,dietrde01
2017,MIA,Tyler Moore,1000000,Tyler,Moore,tyler,moore,moorety01
2017,MIA,J.T. Realmuto,562500,J.T.,Realmuto,jt,realmuto,realmjt01
2017,MIA,Justin Bour,552500,Justin,Bour,justin,bour,bourju01
2017,MIA,Dan Straily,552100,Dan,Straily,dan,straily,straida01
2017,MIA,Adam Conley,537500,Adam,Conley,adam,conley,conlead01
2017,MIA,Kyle Barraclough,536500,Kyle,Barraclough,kyle,barraclough,barraky01
2017,MIA,Vance Worley,535000,Vance,Worley,vance,worley,worleva01
2017,MIA,Miguel Rojas,535000,Miguel,Rojas,miguel,rojas,rojasmi02
2017,MIA,Jose Urena,535000,Jose,Urena,jose,urena,urenajo01
2017,MIA,Brian Ellington,535000,Brian,Ellington,brian,ellington,ellinbr01
2017,MIA,Jarlin Garcia,535000,Jarlin,Garcia,jarlin,garcia,garcija01
2017,MIA,Chris O'Grady,535000,Chris,O'Grady,chris,ogrady,ogradch01
2017,MIA,Justin Nicolino,289377,Justin,Nicolino,justin,nicolino,nicolju01
2017,MIA,Drew Steckenrider,268916,Drew,Steckenrider,drew,steckenrider,steckdr01
2017,MIA,Tomas Telis,236763,Tomas,Telis,tomas,telis,telisto01
2017,MIA,Odrisamer Despaigne,233840,Odrisamer,Despaigne,odrisamer,despaigne,despaod01
2017,MIA,Mike Aviles,216302,Mike,Aviles,mike,aviles,avilemi01
2017,MIA,Javy Guerra,131535,Javy,Guerra,javy,guerra,guerrja01
2017,MIA,Dillon Peters,90613,Dillon,Peters,dillon,peters,peterdi01
2017,MIA,Brian Anderson,90613,Brian,Anderson,brian,anderson,anderbr06
2017,MIA,Martin Prado,11500000,Martin,Prado,martin,prado,pradoma01
2017,MIA,Edinson Volquez,9000000,Edinson,Volquez,edinson,volquez,volqued01
2017,MIA,Nick Wittgren,535000,Nick,Wittgren,nick,wittgren,wittgni01
2017,MIA,J.T. Riddle,535000,J.T.,Riddle,jt,riddle,riddljt01
2017,MIL,Ryan Braun,20000000,Ryan,Braun,ryan,braun,braunry01
2017,MIL,Matt Garza,12500000,Matt,Garza,matt,garza,garzama01
2017,MIL,Eric Thames,4500000,Eric,Thames,eric,thames,thameer01
2017,MIL,Neil Walker,3000000,Neil,Walker,neil,walker,walkene01
2017,MIL,Chase Anderson,2450000,Chase,Anderson,chase,anderson,anderch01
2017,MIL,Carlos Torres,2175000,Carlos,Torres,carlos,torres,torreca01
2017,MIL,Stephen Vogt,1603998,Stephen,Vogt,stephen,vogt,vogtst01
2017,MIL,Jared Hughes,950000,Jared,Hughes,jared,hughes,hugheja01
2017,MIL,Jeremy Jeffress,722925,Jeremy,Jeffress,jeremy,jeffress,jeffrje01
2017,MIL,Jonathan Villar,554500,Jonathan,Villar,jonathan,villar,villajo01
2017,MIL,Zach Davies,546200,Zach,Davies,zach,davies,davieza01
2017,MIL,Hernan Perez,545700,Hernan,Perez,hernan,perez,perezhe01
2017,MIL,Travis Shaw,544400,Travis,Shaw,travis,shaw,shawtr01
2017,MIL,Domingo Santana,542200,Domingo,Santana,domingo,santana,santado01
2017,MIL,Jett Bandy,539800,Jett,Bandy,jett,bandy,bandyje01
2017,MIL,Corey Knebel,538900,Corey,Knebel,corey,knebel,knebeco01
2017,MIL,Manuel Pina,538200,Manuel,Pina,manuel,pina,pinama01
2017,MIL,Orlando Arcia,538100,Orlando,Arcia,orlando,arcia,arciaor01
2017,MIL,Jacob Barnes,537700,Jacob,Barnes,jacob,barnes,barneja01
2017,MIL,Jesus Aguilar,536000,Jesus,Aguilar,jesus,aguilar,aguilje01
2017,MIL,Eric Sogard,535000,Eric,Sogard,eric,sogard,sogarer01
2017,MIL,Oliver Drake,535000,Oliver,Drake,oliver,drake,drakeol01
2017,MIL,Keon Broxton,508604,Keon,Broxton,keon,broxton,brotke01
2017,MIL,Junior Guerra,444765,Junior,Guerra,junior,guerra,guerrju01
2017,MIL,Anthony Swarzak,339342,Anthony,Swarzak,anthony,swarzak,swarzan01
2017,MIL,Josh Hader,336145,Josh,Hader,josh,hader,haderjo01
2017,MIL,Brent Suter,333222,Brent,Suter,brent,suter,suterbr01
2017,MIL,Brandon Woodruff,257224,Brandon,Woodruff,brandon,woodruff,woodrbr01
2017,MIL,Andrew Susac,172457,Andrew,Susac,andrew,susac,susacan01
2017,MIL,Brett Phillips,154919,Brett,Phillips,brett,phillips,phillbr01
2017,MIL,Wei-Chung Wang,99382,Wei-Chung,Wang,weichung,wang,wangwe01
2017,MIL,Taylor Williams,90613,Taylor,Williams,taylor,williams,willita01
2017,MIL,Quintin Berry,78921,Quintin,Berry,quintin,berry,berryqu01
2017,MIL,Aaron Wilkerson,49691,Aaron,Wilkerson,aaron,wilkerson,wilkeaa01
2017,MIL,Jimmy Nelson,547000,Jimmy,Nelson,jimmy,nelson,nelsoji01
2017,CHC,Jason Heyward,21500000,Jason,Heyward,jason,heyward,heywaja01
2017,CHC,Jon Lester,20000000,Jon,Lester,jon,lester,lestejo01
2017,CHC,John Lackey,16000000,John,Lackey,john,lackey,lackejo01
2017,CHC,Ben Zobrist,16000000,Ben,Zobrist,ben,zobrist,zobribe01
2017,CHC,Jake Arrieta,15637500,Jake,Arrieta,jake,arrieta,arrieja01
2017,CHC,Wade Davis,10000000,Wade,Davis,wade,davis,daviswa01
2017,CHC,Jon Jay,8000000,Jon,Jay,jon,jay,jayjo01
2017,CHC,Anthony Rizzo,7000000,Anthony,Rizzo,anthony,rizzo,rizzoan01
2017,CHC,Koji Uehara,6000000,Koji,Uehara,koji,uehara,ueharko01
2017,CHC,Hector Rondon,5800000,Hector,Rondon,hector,rondon,rondohe01
2017,CHC,Pedro Strop,5500000,Pedro,Strop,pedro,strop,stroppe01
2017,CHC,Jose Quintana,3098331,Jose,Quintana,jose,quintana,quintjo01
2017,CHC,Brian Duensing,2000000,Brian,Duensing,brian,duensing,duensbr01
2017,CHC,Justin Grimm,1825000,Justin,Grimm,justin,grimm,grimmju01
2017,CHC,Kris Bryant,1050000,Kris,Bryant,kris,bryant,bryankr01
2017,CHC,Justin Wilson,929502,Justin,Wilson,justin,wilson,wilsoju01
2017,CHC,Leonys Martin,821593,Leonys,Martin,leonys,martin,martile01
2017,CHC,Kyle Hendricks,760500,Kyle,Hendricks,kyle,hendricks,hendrky01
2017,CHC,Alex Avila,688527,Alex,Avila,alex,avila,avilaal01
2017,CHC,Addison Russell,644000,Addison,Russell,addison,russell,russead01
2017,CHC,Javier Baez,609000,Javier,Baez,javier,baez,baezja01
2017,CHC,Mike Montgomery,570500,Mike,Montgomery,mike,montgomery,montgmi01
2017,CHC,C.J. Edwards,556000,C.J.,Edwards,cj,edwards,edwarcj01
2017,CHC,Albert Almora,552000,Albert,Almora,albert,almora,almoral01
2017,CHC,Willson Contreras,544500,Willson,Contreras,willson,contreras,contrwi02
2017,CHC,Dillon Maples,535000,Dillon,Maples,dillon,maples,mapledi01
2017,CHC,Kyle Schwarber,519120,Kyle,Schwarber,kyle,schwarber,schwaky01
2017,CHC,Rene Rivera,420772,Rene,Rivera,rene,rivera,riverre01
2017,CHC,Ian Happ,415066,Ian,Happ,ian,happ,happia01
2017,CHC,Tommy La Stella,347874,Tommy La,Stella,tommyla,stella,stellto01
2017,CHC,Felix Pena,248455,Felix,Pena,felix,pena,penafe01
2017,CHC,Victor Caratini,219225,Victor,Caratini,victor,caratini,caratvi01
2017,CHC,Rob Zastryzny,102305,Rob,Zastryzny,rob,zastryzny,zastrro01
2017,CHC,Mike Freeman,90613,Mike,Freeman,mike,freeman,freemmi01
2017,CHC,Taylor Davis,78921,Taylor,Davis,taylor,davis,davista01
2017,CHC,Jen-Ho Tseng,55537,Jen-Ho,Tseng,jenho,tseng,tsengje01
2017,CHC,Miguel Montero,7038227,Miguel,Montero,miguel,montero,montemi01
2017,CHC,Brett Anderson,3500000,Brett,Anderson,brett,anderson,anderbr06
2017,CHC,Matt Szczur,99099,Matt,Szczur,matt,szczur,szczuma01
2017,CHC,Jeimer Candelario,46768,Jeimer,Candelario,jeimer,candelario,candeje01
2017,CHC,Dylan Floro,37999,Dylan,Floro,dylan,floro,florody01
2017,CHC,Jack Leathersich,8769,Jack,Leathersich,jack,leathersich,leathja01
2017,CHC,Pierce Johnson,8769,Pierce,Johnson,pierce,johnson,johnspi01
2017,CHC,Seth Frankoff,5846,Seth,Frankoff,seth,frankoff,frankse01
2017,CHC,Zac Rosscup,2923,Zac,Rosscup,zac,rosscup,rosscza01
2017,STL,Adam Wainwright,19500000,Adam,Wainwright,adam,wainwright,wainwad01
2017,STL,Dexter Fowler,16500000,Dexter,Fowler,dexter,fowler,fowlede01
2017,STL,Yadier Molina,14000000,Yadier,Molina,yadier,molina,molinya01
2017,STL,Matt Carpenter,9750000,Matt,Carpenter,matt,carpenter,carpema01
2017,STL,Brett Cecil,8500000,Brett,Cecil,brett,cecil,cecilbr01
2017,STL,Lance Lynn,8500000,Lance,Lynn,lance,lynn,lynnla01
2017,STL,Zach Duke,5500000,Zach,Duke,zach,duke,dukeza01
2017,STL,Carlos Martinez,4500000,Carlos,Martinez,carlos,martinez,martica01
2017,STL,Stephen Piscotty,3000000,Stephen,Piscotty,stephen,piscotty,piscost01
2017,STL,Michael Wacha,2775000,Michael,Wacha,michael,wacha,wachami01
2017,STL,Seung-Hwan Oh,2750000,Seung-Hwan,Oh,seunghwan,oh,ohse01
2017,STL,Jedd Gyorko,2500000,Jedd,Gyorko,jedd,gyorko,gyorkje01
2017,STL,Kolten Wong,2500000,Kolten,Wong,kolten,wong,wongko01
2017,STL,Aledmys Diaz,2000000,Aledmys,Diaz,aledmys,diaz,diazal01
2017,STL,Tyler Lyons,549800,Tyler,Lyons,tyler,lyons,lyonsty01
2017,STL,Greg Garcia,547900,Greg,Garcia,greg,garcia,garcigr01
2017,STL,Matt Bowman,546600,Matt,Bowman,matt,bowman,bowmama01
2017,STL,Tommy Pham,535000,Tommy,Pham,tommy,pham,phamto01
2017,STL,Jose Martinez,535000,Jose,Martinez,jose,martinez,martijo01
2017,STL,Carson Kelly,535000,Carson,Kelly,carson,kelly,kellyca02
2017,STL,Juan Nicasio,518570,Juan,Nicasio,juan,nicasio,nicasju01
2017,STL,Randal Grichuk,475020,Randal,Grichuk,randal,grichuk,grichra01
2017,STL,John Brebbia,374144,John,Brebbia,john,brebbia,brebbjo01
2017,STL,Sam Tuivailala,366500,Sam,Tuivailala,sam,tuivailala,tuivasa01
2017,STL,Paul DeJong,359529,Paul,DeJong,paul,dejong,dejonpa01
2017,STL,Luke Voit,271839,Luke,Voit,luke,voit,voitlu01
2017,STL,John Gant,245532,John,Gant,john,gant,gantjo01
2017,STL,Luke Weaver,175380,Luke,Weaver,luke,weaver,weavelu01
2017,STL,Alex Mejia,125689,Alex,Mejia,alex,mejia,mejiaal01
2017,STL,Ryan Sherriff,116920,Ryan,Sherriff,ryan,sherriff,sherrry01
2017,STL,Magneuris Sierra,111074,Magneuris,Sierra,magneuris,sierra,sierrma01
2017,STL,Harrison Bader,108151,Harrison,Bader,harrison,bader,baderha01
2017,STL,Jack Flaherty,90613,Jack,Flaherty,jack,flaherty,flaheja01
2017,STL,Alberto Rosario,90613,Alberto,Rosario,alberto,rosario,rosaral01
2017,STL,Sandy Alcantara,90613,Sandy,Alcantara,sandy,alcantara,alcansa01
2017,STL,Breyvic Valera,52614,Breyvic,Valera,breyvic,valera,valerbr01
2017,STL,Josh Lucas,49691,Josh,Lucas,josh,lucas,lucasjo01
2017,STL,Trevor Rosenthal,6400000,Trevor,Rosenthal,trevor,rosenthal,rosentr01
2017,STL,Alex Reyes,535000,Alex,Reyes,alex,reyes,reyesal01
2017,CIN,Joey Votto,22000000,Joey,Votto,joey,votto,vottojo01
2017,CIN,Homer Bailey,19000000,Homer,Bailey,homer,bailey,baileho01
2017,CIN,Zack Cozart,5325000,Zack,Cozart,zack,cozart,cozarza01
2017,CIN,Raisel Iglesias,3500000,Raisel,Iglesias,raisel,iglesias,iglesra01
2017,CIN,Billy Hamilton,2625000,Billy,Hamilton,billy,hamilton,hamilbi02
2017,CIN,Scooter Gennett,2525000,Scooter,Gennett,scooter,gennett,gennesc01
2017,CIN,Eugenio Suarez,595000,Eugenio,Suarez,eugenio,suarez,suareeu01
2017,CIN,Adam Duvall,577500,Adam,Duvall,adam,duvall,duvalad01
2017,CIN,Tucker Barnhart,575000,Tucker,Barnhart,tucker,barnhart,barnhtu01
2017,CIN,Michael Lorenzen,555000,Michael,Lorenzen,michael,lorenzen,lorenmi01
2017,CIN,Scott Schebler,540000,Scott,Schebler,scott,schebler,schebsc01
2017,CIN,Jose Peraza,540000,Jose,Peraza,jose,peraza,perazjo01
2017,CIN,Asher Wojciechowski,535000,Asher,Wojciechowski,asher,wojciechowski,wojcias01
2017,CIN,Sal Romano,535000,Sal,Romano,sal,romano,romansa01
2017,CIN,Patrick Kivlehan,535000,Patrick,Kivlehan,patrick,kivlehan,kivlepa01
2017,CIN,Tim Adleman,535000,Tim,Adleman,tim,adleman,adlemti01
2017,CIN,Wandy Peralta,535000,Wandy,Peralta,wandy,peralta,peralwa01
2017,CIN,Stuart Turner,535000,Stuart,Turner,stuart,turner,turnest01
2017,CIN,Robert Stephenson,377067,Robert,Stephenson,robert,stephenson,stephro01
2017,CIN,Luis Castillo,295223,Luis,Castillo,luis,castillo,castilu01
2017,CIN,Amir Garrett,280608,Amir,Garrett,amir,garrett,garream01
2017,CIN,Jesse Winker,233840,Jesse,Winker,jesse,winker,winkeje01
2017,CIN,Kevin Shackelford,198764,Kevin,Shackelford,kevin,shackelford,shackke01
2017,CIN,Rookie Davis,187072,Rookie,Davis,rookie,davis,davisro01
2017,CIN,Ariel Hernandez,184149,Ariel,Hernandez,ariel,hernandez,hernaar01
2017,CIN,Cody Reed,173106,Cody,Reed,cody,reed,reedco01
2017,CIN,Phillip Ervin,166611,Phillip,Ervin,phillip,ervin,ervinph01
2017,CIN,Alejandro Chacin,116920,Alejandro,Chacin,alejandro,chacin,chacial01
2017,CIN,Tyler Mahle,105228,Tyler,Mahle,tyler,mahle,mahlety01
2017,CIN,Chad Wallach,102305,Chad,Wallach,chad,wallach,wallach01
2017,CIN,Jackson Stephens,99382,Jackson,Stephens,jackson,stephens,stephja01
2017,CIN,Zach Vincej,90613,Zach,Vincej,zach,vincej,vinceza01
2017,CIN,Luke Farrell,87690,Luke,Farrell,luke,farrell,farrelu01
2017,CIN,Deck McGuire,58460,Deck,McGuire,deck,mcguire,mcguide01
2017,CIN,Keury Mella,58460,Keury,Mella,keury,mella,mellake01
2017,CIN,Devin Mesoraco,7200000,Devin,Mesoraco,devin,mesoraco,mesorde01
2017,CIN,Drew Storen,3150000,Drew,Storen,drew,storen,storedr01
2017,CIN,Scott Feldman,3000000,Scott,Feldman,scott,feldman,feldmsc01
2017,CIN,Anthony DeSclafani,585000,Anthony,DeSclafani,anthony,desclafani,desclan01
2017,CIN,Brandon Finnegan,567000,Brandon,Finnegan,brandon,finnegan,finnebr01
2017,CIN,Nefi Ogando,535000,Nefi,Ogando,nefi,ogando,ogandne01
2017,CIN,Bronson Arroyo,517459,Bronson,Arroyo,bronson,arroyo,arroybr01
2017,CIN,Austin Brice,341991,Austin,Brice,austin,brice,briceau01
2017,PIT,Andrew McCutchen,14000000,Andrew,McCutchen,andrew,mccutchen,mccutan01
2017,PIT,Ivan Nova,9750000,Ivan,Nova,ivan,nova,novaiv01
2017,PIT,David Freese,6250000,David,Freese,david,freese,freesda01
2017,PIT,Daniel Hudson,5500000,Daniel,Hudson,daniel,hudson,hudsoda01
2017,PIT,Jordy Mercer,4325000,Jordy,Mercer,jordy,mercer,mercejo01
2017,PIT,John Jaso,4000000,John,Jaso,john,jaso,jasojo01
2017,PIT,Gerrit Cole,3750000,Gerrit,Cole,gerrit,cole,colege01
2017,PIT,Starling Marte,2814207,Starling,Marte,starling,marte,martest01
2017,PIT,Joaquin Benoit,2581992,Joaquin,Benoit,joaquin,benoit,benoijo01
2017,PIT,Sean Rodriguez,2334699,Sean,Rodriguez,sean,rodriguez,rodrise01
2017,PIT,Drew Hutchison,2300000,Drew,Hutchison,drew,hutchison,hutchdr01
2017,PIT,Chris Stewart,1400000,Chris,Stewart,chris,stewart,stewach01
2017,PIT,Gregory Polanco,1000000,Gregory,Polanco,gregory,polanco,polangr01
2017,PIT,Wade LeBlanc,750000,Wade,LeBlanc,wade,leblanc,leblawa01
2017,PIT,Felipe Vazquez,564500,Felipe,Vazquez,felipe,vazquez,vazqufe01
2017,PIT,Jameson Taillon,555500,Jameson,Taillon,jameson,taillon,taillja01
2017,PIT,George Kontos,554654,George,Kontos,george,kontos,kontoge01
2017,PIT,Chad Kuhl,550000,Chad,Kuhl,chad,kuhl,kuhlch01
2017,PIT,Adam Frazier,549500,Adam,Frazier,adam,frazier,fraziad01
2017,PIT,Josh Bell,549000,Josh,Bell,josh,bell,belljo02
2017,PIT,Trevor Williams,544000,Trevor,Williams,trevor,williams,willitr01
2017,PIT,Tyler Glasnow,541000,Tyler,Glasnow,tyler,glasnow,glasnty01
2017,PIT,A.J. Schugel,535000,A.J.,Schugel,aj,schugel,schugaj01
2017,PIT,Jose Osuna,535000,Jose,Osuna,jose,osuna,osunajo01
2017,PIT,Max Moroff,336145,Max,Moroff,max,moroff,morofma01
2017,PIT,Elias Diaz,271839,Elias,Diaz,elias,diaz,diazel01
2017,PIT,Johnny Barbato,207533,Johnny,Barbato,johnny,barbato,barbajo01
2017,PIT,Steven Brault,137381,Steven,Brault,steven,brault,braulst01
2017,PIT,Dovydas Neverauskas,137381,Dovydas,Neverauskas,dovydas,neverauskas,neverdo01
2017,PIT,Edgar Santana,131535,Edgar,Santana,edgar,santana,santaed01
2017,PIT,Angel Sanchez,116920,Angel,Sanchez,angel,sanchez,sanchan01
2017,PIT,Jacob Stallings,113997,Jacob,Stallings,jacob,stallings,stallja01
2017,PIT,Jordan Luplow,113997,Jordan,Luplow,jordan,luplow,luplojo01
2017,PIT,Chris Bostick,96459,Chris,Bostick,chris,bostick,bostich01
2017,PIT,Dan Runzler,64306,Dan,Runzler,dan,runzler,runzlda01
2017,PIT,Jack Leathersich,64306,Jack,Leathersich,jack,leathersich,leathja01
2017,PIT,Francisco Cervelli,9000000,Francisco,Cervelli,francisco,cervelli,cervefr01
2017,PIT,Josh Harrison,7500000,Josh,Harrison,josh,harrison,harrijo01
2017,LAD,Clayton Kershaw,33000000,Clayton,Kershaw,clayton,kershaw,kershcl01
2017,LAD,Adrian Gonzalez,21500000,Adrian,Gonzalez,adrian,gonzalez,gonzaad01
